user_id,profile,monthly_incomes,mean_income,income_std,income_trend,fixed_expenses,cash_flow_health_ratio,num_income_sources,total_bills,on_time_payments,avg_delay_days,recharge_regularity,recurring_payments_detected,emi_consistency_score,total_transactions,txn_regularity_score,essential_ratio,has_recurring_savings,min_balance_maintained,avg_monthly_savings,platforms,tenure_months,platform_rating,active_days_per_month,shock_recovery_score,default
USR0605,good,"[33500, 33266, 31733, 33356, 31727, 31021]",32433.83,971.81,-439.69,13571.85,0.5816,3,13,12,0.9,0.89,4,0.99,201,0.5554,0.7131,1,1,4102,"[""UrbanClap"", ""Uber"", ""Swiggy""]",42,4.7,23,1.0,0
USR0606,moderate,"[20956, 19177, 15247, 22373, 18890, 23560]",20033.83,2699.14,551.0,8175.13,0.5919,3,21,14,5.1,0.53,1,0.79,141,0.5625,0.7653,1,1,1128,"[""Uber"", ""UrbanClap"", ""Dunzo""]",10,4.5,16,1.0,0
USR0607,moderate,"[27471, 24964, 25936, 14558, 23158, 26521]",23768.0,4332.4,-615.6,13648.61,0.4258,1,18,11,5.7,0.54,2,0.71,145,0.5954,0.7118,0,1,772,"[""Uber""]",14,4.4,17,0.5,1
USR0608,moderate,"[26863, 28153, 32982, 32719, 33632, 35142]",31581.83,3004.33,1644.83,14423.48,0.5433,2,23,14,2.4,0.72,1,0.56,134,0.5495,0.7903,0,0,937,"[""Ola"", ""Dunzo""]",16,4.5,24,1.0,0
USR0609,good,"[23191, 23796, 22918, 23205, 23296, 23983]",23398.17,370.03,78.49,7087.16,0.6971,2,19,17,0.1,0.91,3,0.97,205,0.5759,0.7795,1,1,6226,"[""Uber"", ""Ola""]",34,4.4,23,1.0,0
USR0610,moderate,"[23374, 21526, 24544, 26946, 21856, 22421]",23444.5,1858.58,-39.23,13132.21,0.4399,2,20,16,2.3,0.53,2,0.52,132,0.5667,0.708,1,1,2024,"[""Uber"", ""Dunzo""]",7,4.5,22,1.0,0
USR0611,moderate,"[21965, 26780, 24429, 22652, 23713, 21262]",23466.83,1814.03,-414.09,14014.47,0.4028,1,16,10,5.2,0.74,2,0.6,126,0.5935,0.7654,0,0,1900,"[""UrbanClap""]",23,4.2,17,1.0,0
USR0612,risky,"[20232, 19857, 14301, 18719, 25506, 8963]",17929.67,5173.77,-999.43,14946.38,0.1664,1,17,5,10.6,0.29,0,0.43,76,0.5589,0.7331,0,0,493,"[""Ola""]",4,3.4,10,0.8333,0
USR0613,good,"[24725, 24828, 22451, 24699, 22662, 23651]",23836.0,987.41,-274.86,9004.46,0.6222,1,18,17,2.0,0.87,4,0.9,193,0.6804,0.7794,1,1,3357,"[""Swiggy""]",31,4.3,29,1.0,0
USR0614,risky,"[10219, 8167, 8912, 6523, 13775, 6796]",9065.33,2447.98,-76.57,7098.2,0.217,1,12,5,11.7,0.45,0,0.3,82,0.573,0.8241,0,0,31,"[""Dunzo""]",5,3.5,12,0.8333,0
USR0615,moderate,"[23660, 25102, 23002, 21591, 27048, 17693]",23016.0,2926.55,-725.94,9448.16,0.5895,2,12,9,5.8,0.73,1,0.56,121,0.614,0.813,0,0,2585,"[""Swiggy"", ""UrbanClap""]",20,4.2,18,0.8333,0
USR0616,moderate,"[12554, 12794, 9832, 10924, 11443, 11946]",11582.17,1005.07,-171.46,6353.53,0.4514,2,20,16,2.6,0.67,2,0.75,139,0.5983,0.7629,0,0,1438,"[""Uber"", ""UrbanClap""]",11,3.9,20,1.0,0
USR0617,moderate,"[30428, 29878, 26289, 24356, 33596, 27692]",28706.5,3001.21,-127.4,14111.23,0.5084,2,19,11,3.9,0.68,1,0.57,131,0.558,0.7237,0,1,2994,"[""Ola"", ""Dunzo""]",17,4.4,24,1.0,1
USR0618,moderate,"[13772, 17156, 16474, 16065, 23078, 16768]",17218.83,2837.36,923.91,8191.36,0.5243,2,12,7,5.5,0.74,1,0.79,148,0.5541,0.7266,0,0,2649,"[""UrbanClap"", ""Zomato""]",17,4.0,16,1.0,0
USR0619,good,"[36885, 37855, 34727, 38312, 35125, 37539]",36740.5,1356.11,-38.14,13413.51,0.6349,1,15,13,0.4,0.87,2,0.99,211,0.6716,0.7918,1,1,5527,"[""Swiggy""]",37,4.8,29,1.0,0
USR0620,moderate,"[21097, 21277, 27914, 19699, 25976, 12322]",21380.83,4979.63,-1085.51,12000.91,0.4387,1,15,10,2.2,0.66,1,0.52,124,0.4474,0.7586,0,0,1160,"[""UrbanClap""]",14,3.8,15,0.8333,0
USR0621,risky,"[20541, 13885, 15391, 9373, 12081, 9832]",13517.17,3781.49,-1856.43,10200.72,0.2454,1,17,8,14.1,0.5,0,0.38,80,0.5079,0.7479,0,0,248,"[""Uber""]",2,3.1,15,0.1667,1
USR0622,good,"[29868, 28978, 27195, 23842, 26899, 27848]",27438.33,1902.87,-562.57,9622.19,0.6493,3,12,10,1.4,0.84,2,0.99,212,0.6341,0.72,1,1,3433,"[""Swiggy"", ""UrbanClap"", ""Zomato""]",20,4.8,25,1.0,0
USR0623,risky,"[21920, 11480, 10476, 21304, 13920, 20405]",16584.17,4757.57,302.09,11533.69,0.3045,1,13,7,12.2,0.29,0,0.21,82,0.6474,0.8431,0,0,265,"[""Ola""]",1,3.8,16,0.5,1
USR0624,good,"[45221, 43728, 42804, 44439, 44106, 42512]",43801.67,928.92,-307.89,17327.41,0.6044,1,21,20,0.3,1.0,3,0.97,177,0.7062,0.7206,1,1,2733,"[""Swiggy""]",18,4.4,23,1.0,0
USR0625,risky,"[11804, 12662, 19135, 11595, 14984, 8733]",13152.17,3244.52,-455.11,8767.24,0.3334,1,23,14,7.2,0.49,0,0.31,91,0.39,0.7774,0,0,94,"[""Swiggy""]",2,3.4,9,0.5,1
USR0626,good,"[32976, 31767, 32172, 30862, 31282, 31094]",31692.17,718.71,-347.86,11514.04,0.6367,3,13,12,0.6,0.88,2,0.95,210,0.6255,0.7452,1,1,3703,"[""Swiggy"", ""UrbanClap"", ""Ola""]",15,4.7,27,1.0,0
USR0627,good,"[37919, 38191, 35540, 34666, 35656, 31980]",35658.67,2083.82,-1090.69,15920.78,0.5535,1,12,10,0.4,0.91,4,0.98,210,0.7008,0.7739,1,1,2245,"[""UrbanClap""]",40,4.6,22,1.0,0
USR0628,good,"[21306, 21959, 20527, 19683, 20722, 20489]",20781.0,709.72,-246.86,5710.93,0.7252,3,12,10,1.6,0.98,4,0.97,203,0.6592,0.7953,1,1,7316,"[""Swiggy"", ""UrbanClap"", ""Dunzo""]",45,4.8,26,1.0,0
USR0629,good,"[23329, 22969, 23077, 21968, 22572, 24082]",22999.5,649.88,41.86,5921.8,0.7425,1,17,16,1.1,0.86,4,0.83,191,0.64,0.7791,1,1,7483,"[""Swiggy""]",18,4.6,29,1.0,0
USR0630,good,"[41757, 40506, 42066, 40944, 38391, 45785]",41574.83,2224.0,362.09,18340.99,0.5588,1,12,11,0.2,0.92,4,1.0,187,0.7114,0.7338,1,1,2331,"[""Swiggy""]",12,4.6,25,1.0,0
USR0631,good,"[20934, 21016, 21194, 23010, 21231, 21860]",21540.83,721.15,202.6,8202.24,0.6192,1,21,18,0.4,0.81,3,0.84,243,0.6832,0.7587,1,1,4890,"[""Swiggy""]",31,4.4,27,1.0,0
USR0632,good,"[32865, 34349, 31089, 35677, 34909, 36040]",34154.83,1709.79,632.66,11127.39,0.6742,3,17,16,2.0,0.81,4,0.96,218,0.6691,0.71,1,1,4900,"[""Swiggy"", ""UrbanClap"", ""Uber""]",34,4.5,29,1.0,0
USR0633,moderate,"[19835, 19624, 22130, 20276, 21789, 18741]",20399.17,1198.0,-23.69,12095.17,0.4071,2,22,16,2.2,0.61,1,0.72,122,0.5574,0.7231,0,0,2745,"[""Zomato"", ""Swiggy""]",20,4.2,23,1.0,0
USR0634,good,"[30559, 33990, 35508, 31309, 29966, 29721]",31842.17,2160.31,-584.6,11598.03,0.6358,1,20,17,1.4,0.92,3,0.81,226,0.5558,0.7022,1,1,3328,"[""Swiggy""]",40,4.4,27,1.0,0
USR0635,good,"[37801, 38371, 38130, 39018, 38508, 37262]",38181.67,553.05,-39.89,14045.39,0.6321,1,18,16,0.5,0.84,4,0.91,191,0.5285,0.6958,1,1,3412,"[""Ola""]",32,4.6,26,1.0,0
USR0636,moderate,"[12080, 12025, 9088, 16135, 15022, 11400]",12625.0,2335.73,361.09,6858.19,0.4568,2,21,17,6.6,0.61,1,0.56,127,0.5517,0.7807,0,0,2157,"[""Zomato"", ""UrbanClap""]",10,4.1,18,1.0,0
USR0637,risky,"[18031, 6506, 19631, 12276, 17349, 10096]",13981.5,4717.77,-414.31,11429.11,0.1826,1,16,9,9.0,0.4,0,0.49,85,0.4732,0.6959,0,0,360,"[""Swiggy""]",6,3.4,16,0.6667,1
USR0638,risky,"[19503, 18471, 19578, 18355, 13686, 13022]",17102.5,2697.38,-1370.94,13697.4,0.1991,1,23,14,7.5,0.26,0,0.32,77,0.58,0.8208,0,0,9,"[""Zomato""]",3,3.2,6,1.0,1
USR0639,moderate,"[24337, 22723, 32705, 27996, 27469, 28128]",27226.33,3165.13,813.83,13837.5,0.4918,1,16,10,5.4,0.68,2,0.79,132,0.6592,0.808,0,1,1072,"[""Zomato""]",15,4.2,24,1.0,0
USR0640,good,"[44494, 42672, 48228, 43740, 44274, 44891]",44716.5,1719.49,65.8,19134.86,0.5721,3,12,11,1.6,0.83,3,0.96,222,0.67,0.7673,1,1,3396,"[""UrbanClap"", ""Uber"", ""Dunzo""]",42,4.7,23,1.0,0
USR0641,moderate,"[25817, 25123, 28160, 29850, 37579, 24305]",28472.33,4482.6,899.94,17844.96,0.3733,1,13,9,3.7,0.77,2,0.61,144,0.5925,0.7005,0,1,1231,"[""Dunzo""]",12,3.8,20,0.8333,0
USR0642,good,"[36783, 36041, 37353, 44170, 42130, 43549]",40004.33,3355.36,1683.26,13901.79,0.6525,3,16,13,1.2,0.93,2,0.85,214,0.6273,0.7137,1,1,4508,"[""Ola"", ""UrbanClap"", ""Dunzo""]",13,4.4,28,1.0,0
USR0643,moderate,"[28326, 25428, 24131, 29165, 25557, 35234]",27973.5,3682.0,1141.74,14153.36,0.494,1,20,13,5.5,0.55,1,0.7,142,0.6295,0.7748,0,1,837,"[""Dunzo""]",12,4.1,20,1.0,0
USR0644,moderate,"[18353, 16541, 15890, 15859, 13856, 15966]",16077.5,1318.02,-572.03,6891.77,0.5713,1,18,12,2.8,0.77,2,0.57,137,0.5972,0.7447,1,1,2252,"[""Uber""]",17,4.3,17,1.0,0
USR0645,moderate,"[28246, 27987, 19838, 22555, 25204, 21662]",24248.67,3159.11,-1101.49,13319.93,0.4507,3,14,10,5.2,0.77,1,0.63,134,0.5443,0.7632,0,0,2318,"[""Swiggy"", ""Ola"", ""Uber""]",20,4.0,19,1.0,0
USR0646,risky,"[13373, 12445, 10475, 23869, 12692, 13280]",14355.67,4360.89,390.57,9996.06,0.3037,1,18,6,5.6,0.46,0,0.21,85,0.4739,0.8113,0,0,100,"[""Dunzo""]",8,3.5,6,0.6667,1
USR0647,good,"[39620, 41866, 38215, 36848, 42451, 40953]",39992.17,1985.91,201.51,12901.12,0.6774,2,20,17,1.2,0.95,3,0.8,189,0.6193,0.7471,1,1,4947,"[""Dunzo"", ""UrbanClap""]",43,4.3,27,1.0,0
USR0648,risky,"[15239, 9590, 13760, 14917, 19503, 21323]",15722.0,3829.69,1751.89,12826.27,0.1842,1,12,7,9.1,0.44,0,0.19,79,0.4252,0.7153,0,0,7,"[""Zomato""]",1,3.6,9,0.6667,1
USR0649,moderate,"[15384, 21960, 19217, 21457, 18044, 20316]",19396.33,2222.02,432.91,11101.41,0.4277,3,23,17,3.1,0.53,1,0.5,132,0.5465,0.7,1,0,2268,"[""Dunzo"", ""UrbanClap"", ""Uber""]",23,4.2,17,1.0,1
USR0650,good,"[35939, 35854, 38108, 38208, 36387, 37608]",37017.33,989.07,286.97,9675.03,0.7386,3,19,17,1.0,0.93,4,0.86,182,0.6905,0.6648,1,1,5353,"[""Ola"", ""Zomato"", ""UrbanClap""]",43,4.3,24,1.0,0
USR0651,good,"[33503, 31707, 33141, 30044, 33234, 31642]",32211.83,1214.79,-223.46,14266.21,0.5571,3,22,20,0.8,0.82,3,0.98,200,0.5471,0.7876,1,1,5374,"[""Zomato"", ""UrbanClap"", ""Ola""]",25,5.0,26,1.0,0
USR0652,good,"[38810, 37785, 38886, 37499, 39168, 34834]",37830.33,1469.32,-489.09,15281.11,0.5961,2,20,17,1.4,0.94,3,0.97,214,0.6445,0.7262,1,1,3269,"[""Ola"", ""UrbanClap""]",16,4.8,28,1.0,0
USR0653,moderate,"[19547, 15864, 13846, 16110, 17200, 17791]",16726.33,1767.01,-71.66,9092.8,0.4564,3,15,12,2.7,0.64,1,0.77,138,0.5698,0.7202,1,0,2483,"[""Zomato"", ""Ola"", ""Swiggy""]",16,4.4,21,1.0,0
USR0654,moderate,"[29103, 26662, 28973, 25664, 22682, 28866]",26991.67,2321.68,-469.54,12559.88,0.5347,3,13,8,2.4,0.67,2,0.74,134,0.554,0.7759,0,0,1004,"[""Dunzo"", ""Uber"", ""Swiggy""]",14,4.1,19,1.0,1
USR0655,risky,"[24750, 23517, 20142, 20826, 6280, 21058]",19428.83,6096.92,-1985.34,14685.39,0.2441,1,19,7,9.8,0.42,0,0.3,84,0.4687,0.7679,0,0,323,"[""Swiggy""]",6,3.6,11,0.6667,1
USR0656,risky,"[23116, 21782, 13778, 24363, 30374, 18940]",22058.83,5065.32,442.31,14180.66,0.3571,1,19,9,13.5,0.3,0,0.35,78,0.5626,0.7104,0,0,366,"[""Ola""]",8,3.3,5,0.6667,1
USR0657,good,"[45500, 40063, 38792, 38172, 42779, 41857]",41193.83,2505.82,-305.34,16990.23,0.5876,1,13,12,1.5,0.89,3,0.97,220,0.6512,0.773,1,1,4860,"[""Zomato""]",26,4.5,22,1.0,0
USR0658,risky,"[19273, 16869, 18475, 16260, 15320, 17696]",17315.5,1330.19,-421.34,11306.05,0.3471,1,12,4,8.4,0.39,0,0.28,69,0.507,0.8327,0,0,410,"[""UrbanClap""]",1,4.0,11,1.0,0
USR0659,good,"[25285, 25129, 24753, 26670, 24388, 24053]",25046.33,837.28,-184.74,6773.77,0.7296,3,13,11,1.5,0.94,3,0.92,212,0.6438,0.7128,1,1,7933,"[""Swiggy"", ""Ola"", ""Uber""]",25,4.6,22,1.0,0
USR0660,risky,"[11359, 18836, 5890, 17948, 21383, 18703]",15686.5,5342.94,1611.97,13260.45,0.1547,1,13,8,14.1,0.44,0,0.28,82,0.5007,0.6483,0,0,80,"[""Zomato""]",7,3.0,5,0.6667,1
USR0661,moderate,"[21266, 23935, 21116, 22701, 24642, 21486]",22524.33,1363.25,137.31,9023.49,0.5994,1,22,17,3.0,0.6,1,0.73,120,0.4697,0.7298,0,0,2312,"[""Swiggy""]",20,4.0,21,1.0,0
USR0662,moderate,"[24456, 26327, 28273, 22079, 20065, 24937]",24356.17,2682.43,-645.0,14634.6,0.3991,1,17,14,5.8,0.67,1,0.62,137,0.4828,0.8172,0,1,2913,"[""UrbanClap""]",19,4.3,18,1.0,1
USR0663,risky,"[11036, 18532, 6326, 16693, 10116, 22058]",14126.83,5406.59,1149.4,11274.34,0.2019,1,22,10,11.7,0.34,0,0.49,70,0.376,0.8103,0,0,355,"[""Swiggy""]",8,3.2,7,0.6667,0
USR0664,moderate,"[18726, 15068, 16903, 20410, 26646, 21733]",19914.33,3715.64,1522.17,11784.32,0.4082,3,19,13,6.6,0.72,2,0.55,138,0.6277,0.7676,1,0,1997,"[""Ola"", ""Zomato"", ""Dunzo""]",9,3.8,18,1.0,0
USR0665,good,"[43512, 41383, 39456, 40300, 41353, 45044]",41841.33,1895.71,240.4,18293.27,0.5628,2,18,17,1.4,0.81,3,0.98,212,0.7243,0.7391,1,1,3118,"[""UrbanClap"", ""Dunzo""]",28,4.3,24,1.0,0
USR0666,risky,"[9629, 9774, 18885, 13755, 14572, 11798]",13068.83,3184.9,574.54,10526.83,0.1945,1,16,8,14.3,0.34,0,0.13,74,0.5469,0.792,0,0,385,"[""Dunzo""]",3,4.0,9,1.0,0
USR0667,moderate,"[19298, 16963, 20215, 19170, 19043, 22068]",19459.5,1521.56,544.14,11789.33,0.3942,3,17,10,2.3,0.65,1,0.69,139,0.5692,0.761,0,1,1947,"[""UrbanClap"", ""Ola"", ""Dunzo""]",11,4.5,15,1.0,1
USR0668,moderate,"[24941, 23850, 22860, 22268, 16744, 27079]",22957.0,3183.55,-320.57,11115.85,0.5158,1,18,15,6.5,0.7,2,0.69,142,0.5754,0.7541,0,1,1414,"[""Ola""]",12,4.4,16,1.0,0
USR0669,risky,"[16276, 11886, 7686, 10748, 13910, 17708]",13035.67,3373.15,465.54,10589.53,0.1876,1,22,9,10.0,0.49,0,0.23,87,0.5466,0.7674,0,0,76,"[""UrbanClap""]",10,3.0,15,0.6667,1
USR0670,moderate,"[21397, 26158, 22474, 30635, 26289, 23671]",25104.0,3050.12,569.26,14083.15,0.439,3,17,13,5.3,0.62,2,0.61,131,0.5684,0.7514,1,1,1693,"[""Zomato"", ""UrbanClap"", ""Ola""]",23,4.1,15,1.0,1
USR0671,good,"[34010, 35149, 34658, 34354, 35825, 39606]",35600.33,1882.82,848.69,13249.66,0.6278,2,20,19,0.4,0.82,4,0.94,207,0.6934,0.7479,1,1,5840,"[""Zomato"", ""Dunzo""]",43,4.7,28,1.0,0
USR0672,moderate,"[30366, 22728, 23629, 22520, 29314, 23125]",25280.33,3256.81,-501.6,13762.48,0.4556,3,16,13,2.8,0.6,1,0.67,123,0.5438,0.8296,0,1,1883,"[""Swiggy"", ""Dunzo"", ""UrbanClap""]",7,4.2,20,1.0,1
USR0673,moderate,"[26325, 20675, 19447, 25100, 25209, 19897]",22775.5,2819.6,-368.14,13337.38,0.4144,1,19,12,6.8,0.79,1,0.5,131,0.424,0.6615,1,0,1433,"[""Ola""]",11,4.4,17,1.0,0
USR0674,risky,"[13402, 12124, 9550, 18420, 15579, 12477]",13592.0,2799.7,417.43,9641.72,0.2906,1,13,4,9.8,0.5,0,0.41,78,0.5913,0.7643,0,0,315,"[""Dunzo""]",6,3.6,9,1.0,1
USR0675,moderate,"[22554, 22568, 27146, 20007, 20101, 26809]",23197.5,2863.9,192.43,14801.6,0.3619,1,19,12,3.7,0.67,2,0.63,136,0.5586,0.8164,1,1,2354,"[""Dunzo""]",17,4.1,15,1.0,0
USR0676,risky,"[12657, 20669, 11360, 13830, 24446, 17162]",16687.33,4637.96,1037.89,10524.61,0.3693,1,17,9,14.0,0.31,0,0.45,74,0.3725,0.7584,0,0,356,"[""Ola""]",1,3.5,17,0.5,1
USR0677,good,"[18589, 21300, 21145, 20542, 21406, 20822]",20634.0,959.73,310.86,9018.11,0.5629,3,22,18,0.8,0.91,2,0.83,227,0.657,0.8119,1,1,2960,"[""Zomato"", ""UrbanClap"", ""Swiggy""]",41,4.3,22,1.0,0
USR0678,good,"[22608, 20091, 19532, 19201, 19948, 20506]",20314.33,1105.54,-322.0,6026.23,0.7034,2,18,16,1.2,0.86,3,0.89,198,0.6721,0.7859,1,1,2761,"[""Zomato"", ""UrbanClap""]",24,4.4,28,1.0,0
USR0679,moderate,"[23360, 19318, 18556, 14729, 16515, 21911]",19064.83,2948.82,-556.6,8157.01,0.5721,2,15,11,2.1,0.68,2,0.75,127,0.6925,0.6832,0,0,1594,"[""Zomato"", ""Swiggy""]",12,3.9,17,1.0,1
USR0680,risky,"[21678, 18985, 9354, 23465, 25525, 20018]",19837.5,5156.82,726.6,13589.2,0.315,1,22,8,13.0,0.44,0,0.13,69,0.5475,0.7855,0,0,285,"[""Dunzo""]",6,3.5,15,0.6667,0
USR0681,good,"[31589, 33498, 29359, 32178, 31418, 33153]",31865.83,1352.75,125.69,11535.33,0.638,2,19,16,0.5,0.99,4,0.8,234,0.6842,0.7497,1,1,7006,"[""Uber"", ""Swiggy""]",32,4.9,27,1.0,0
USR0682,risky,"[12521, 6009, 9398, 9917, 15637, 14329]",11301.83,3240.38,1098.37,9261.96,0.1805,1,15,6,10.5,0.34,0,0.14,74,0.4389,0.6725,0,0,33,"[""Zomato""]",2,3.7,14,0.3333,1
USR0683,moderate,"[24380, 20373, 16487, 23598, 15876, 19474]",20031.33,3211.66,-883.14,12199.01,0.391,2,16,13,3.5,0.59,1,0.74,154,0.6562,0.7334,0,1,1399,"[""Ola"", ""Dunzo""]",16,4.4,23,0.6667,0
USR0684,good,"[29661, 29207, 28651, 31065, 29381, 29267]",29538.67,746.24,27.6,10193.18,0.6549,1,15,14,1.5,0.81,3,0.89,179,0.6744,0.782,1,1,7897,"[""Uber""]",15,4.8,24,1.0,0
USR0685,risky,"[4615, 7886, 6573, 8641, 11439, 10771]",8320.83,2338.3,1243.06,6163.97,0.2592,1,22,7,8.7,0.34,0,0.17,82,0.6,0.7413,0,0,318,"[""Ola""]",11,3.1,11,1.0,1
USR0686,good,"[45653, 46138, 39408, 40697, 45078, 44533]",43584.5,2572.61,-214.03,13320.58,0.6944,2,23,20,0.0,0.81,3,0.81,238,0.5916,0.728,1,1,2162,"[""Uber"", ""UrbanClap""]",24,4.6,27,1.0,0
USR0687,good,"[27789, 26395, 27361, 28024, 24405, 24911]",26480.83,1393.33,-562.77,7670.67,0.7103,1,13,12,1.3,0.99,3,0.92,216,0.5728,0.7162,1,1,7859,"[""Uber""]",33,4.6,29,1.0,0
USR0688,moderate,"[11712, 12496, 15605, 16443, 16895, 12185]",14222.67,2137.72,468.57,8474.04,0.4042,3,12,7,5.9,0.78,1,0.79,145,0.6513,0.809,1,0,2189,"[""Dunzo"", ""Ola"", ""Uber""]",11,4.1,15,1.0,1
USR0689,risky,"[12136, 17344, 9997, 11704, 14534, 11518]",12872.17,2407.14,-280.37,8940.38,0.3054,1,13,7,8.0,0.27,0,0.3,102,0.6615,0.8436,0,0,250,"[""Dunzo""]",8,3.3,10,0.3333,1
USR0690,risky,"[21621, 15656, 14098, 13541, 19219, 11046]",15863.5,3563.02,-1221.23,10649.19,0.3287,1,21,9,13.2,0.38,0,0.25,76,0.5212,0.726,0,0,494,"[""UrbanClap""]",11,3.3,9,0.8333,0
USR0691,moderate,"[19717, 14295, 20366, 14503, 12981, 15936]",16299.67,2787.05,-820.29,10132.97,0.3783,1,14,10,6.9,0.7,2,0.74,149,0.5974,0.7323,0,1,2397,"[""UrbanClap""]",13,4.0,19,1.0,0
USR0692,risky,"[7806, 7990, 7144, 6088, 6997, 4928]",6825.5,1048.23,-526.43,5332.83,0.2187,1,14,7,10.0,0.3,0,0.29,70,0.6501,0.6948,0,0,388,"[""Ola""]",10,3.8,5,1.0,0
USR0693,moderate,"[18859, 24667, 29399, 19770, 20208, 21074]",22329.5,3654.09,-340.89,8986.92,0.5975,3,21,14,6.3,0.54,2,0.63,123,0.5957,0.732,1,1,2878,"[""Ola"", ""Swiggy"", ""Dunzo""]",23,4.3,24,0.5,1
USR0694,good,"[31139, 32864, 30487, 32026, 31177, 29812]",31250.83,989.51,-290.2,13093.49,0.581,1,12,10,1.2,0.83,2,0.83,206,0.6681,0.7934,1,1,3522,"[""UrbanClap""]",19,4.6,24,1.0,0
USR0695,good,"[27934, 27930, 28533, 28392, 27825, 28284]",28149.67,265.8,36.97,12138.83,0.5688,3,13,11,1.3,0.88,2,0.84,220,0.6335,0.6999,1,1,7137,"[""Zomato"", ""Ola"", ""UrbanClap""]",18,4.9,28,1.0,0
USR0696,good,"[32558, 37034, 31365, 35176, 34540, 33301]",33995.67,1843.49,1.26,11115.5,0.673,2,14,13,1.2,0.97,3,0.92,207,0.6289,0.7169,1,1,5707,"[""Zomato"", ""Uber""]",29,4.3,29,1.0,0
USR0697,good,"[39460, 37339, 35293, 38527, 40676, 35194]",37748.17,2034.22,-231.0,12150.09,0.6781,3,15,13,1.5,0.92,4,0.87,204,0.6488,0.6947,1,1,5175,"[""Swiggy"", ""Zomato"", ""Uber""]",45,4.5,26,1.0,0
USR0698,good,"[33496, 30315, 30866, 32681, 34370, 33387]",32519.17,1457.76,383.86,8415.25,0.7412,3,15,14,1.0,0.94,4,0.98,221,0.6219,0.7357,1,1,6739,"[""Swiggy"", ""Dunzo"", ""UrbanClap""]",35,4.4,26,1.0,0
USR0699,good,"[45262, 45242, 43159, 41836, 47511, 43459]",44411.5,1831.63,-100.89,13443.72,0.6973,2,14,13,1.5,0.84,2,0.93,188,0.5881,0.821,1,1,5161,"[""Ola"", ""Uber""]",16,4.8,25,1.0,0
USR0700,moderate,"[16739, 14220, 16175, 11273, 14367, 13620]",14399.0,1781.46,-573.03,8519.81,0.4083,1,13,8,3.0,0.79,2,0.78,138,0.6664,0.7664,0,1,1214,"[""Uber""]",13,4.4,15,0.5,0
USR0701,good,"[35698, 33152, 34676, 32873, 35431, 37290]",34853.33,1518.34,371.26,8926.89,0.7439,2,16,13,1.1,0.92,2,0.92,204,0.5533,0.7461,1,1,5201,"[""Zomato"", ""Swiggy""]",27,4.3,26,1.0,0
USR0702,good,"[25568, 28037, 27207, 27075, 30456, 26453]",27466.0,1533.77,330.0,12146.42,0.5578,1,15,13,1.7,0.81,3,0.9,220,0.6735,0.7718,1,1,3457,"[""Uber""]",39,4.7,26,1.0,0
USR0703,moderate,"[18366, 14741, 15636, 16605, 15855, 17248]",16408.5,1173.23,-36.54,7019.64,0.5722,3,21,17,3.1,0.73,2,0.61,130,0.6039,0.6945,0,1,717,"[""Swiggy"", ""Uber"", ""Dunzo""]",13,3.8,18,1.0,0
USR0704,risky,"[14868, 19846, 10080, 9137, 13875, 13879]",13614.17,3490.02,-680.03,10084.65,0.2593,1,18,5,14.2,0.2,0,0.46,81,0.2455,0.74,0,0,109,"[""Dunzo""]",8,3.9,9,0.3333,1
USR0705,moderate,"[21783, 17456, 17754, 17865, 15670, 16015]",17757.17,1987.51,-973.91,10570.78,0.4047,1,12,9,3.2,0.79,2,0.73,146,0.5365,0.7799,0,0,1495,"[""Zomato""]",21,4.0,24,1.0,1
USR0706,good,"[44358, 46979, 40796, 47019, 43027, 42872]",44175.17,2251.58,-373.23,11978.91,0.7288,1,14,13,0.7,0.85,3,0.82,200,0.6661,0.7157,1,1,6145,"[""Uber""]",47,4.4,23,1.0,0
USR0707,moderate,"[18505, 25850, 23508, 19046, 22109, 16518]",20922.67,3192.13,-732.0,9375.08,0.5519,3,16,10,2.6,0.63,2,0.64,160,0.6728,0.7785,1,1,1746,"[""Swiggy"", ""Ola"", ""Uber""]",12,4.0,20,1.0,0
USR0708,good,"[27841, 26540, 27618, 26059, 28406, 29411]",27645.83,1116.05,339.69,9957.4,0.6398,3,15,13,0.8,1.0,2,0.84,194,0.5652,0.7807,1,1,3793,"[""Zomato"", ""UrbanClap"", ""Swiggy""]",45,4.9,24,1.0,0
USR0709,risky,"[11283, 8238, 8321, 12386, 9384, 12095]",10284.5,1710.05,330.37,6333.37,0.3842,1,23,11,8.2,0.4,0,0.38,79,0.532,0.7027,0,0,200,"[""Dunzo""]",10,3.7,6,1.0,0
USR0710,good,"[23597, 25064, 21860, 21823, 23375, 21051]",22795.0,1353.3,-509.54,8707.94,0.618,3,16,14,0.5,0.93,4,0.99,212,0.6638,0.7885,1,1,4225,"[""Dunzo"", ""Zomato"", ""Uber""]",16,4.9,26,1.0,0
USR0711,risky,"[21827, 15628, 13767, 10771, 11301, 7831]",13520.83,4441.41,-2455.91,10501.95,0.2233,1,15,8,7.8,0.45,0,0.29,66,0.5516,0.7353,0,0,486,"[""UrbanClap""]",10,3.8,13,0.8333,1
USR0712,moderate,"[20004, 13714, 19225, 21742, 16232, 18711]",18271.33,2616.57,103.03,9757.64,0.466,2,14,10,5.9,0.66,2,0.63,128,0.527,0.7825,1,1,906,"[""Ola"", ""Dunzo""]",9,3.9,20,0.6667,0
